3126.17;31;3602.11;8.76;21461.1;5.96
3154.26;17;3569.4;8.84;21970.97;6.16
3161.54;43;3448.55;8.93;22486.56;6.52
3170.42;28;3496.9;8.93;22585.02;6.46
3199.24;19;3428.63;8.86;22921.46;6.69
3170.29;26;3197.99;8.86;22573.99;7.06
3130.73;66;3163.99;8.73;21860.66;6.91
3154.63;49;3340.42;8.73;22304.35;6.68
3168.12;55;3322.8;8.89;22902.46;6.89
3146.27;64;3372.97;8.89;22480.49;6.66
3143.37;44;3417.31;8.71;21916.63;6.41
3151.49;29;3486.4;8.71;21948.91;6.3
3149.6;24;3438.33;8.71;21853.31;6.36
3132.22;34;3515.4;8.71;21534.64;6.13
3113.54;48;3516.8;8.58;21061.54;5.99
3132.02;22;3558.27;8.59;21512.58;6.05
3141.41;40;3619.67;8.75;22072.7;6.1
3140.7;46;3557.28;8.66;21799.38;6.13
3170.14;15;3547.39;8.66;22255.32;6.27
3167.69;33;3554.75;8.73;22140.11;6.23
3141.67;19;3541.92;8.73;21730.74;6.14
3172.79;22;3510.91;8.73;22135.21;6.3
3199.45;8;3543.03;8.73;22243.06;6.28
3188.56;3;3431.87;8.73;21780.47;6.35
3183.79;11;3541.06;8.73;22073.92;6.23
3243.97;0;3650.86;9;21456.2;5.88
3236.51;2;3611.99;9;21640.04;5.99
3235.89;0;3611.76;9;22083.73;6.11
3252.16;0;3559.14;9;22426.91;6.3
3245.96;6;3600.2;9;23262.8;6.46
3272.42;7;3662.81;9;23446.65;6.4
3276.88;7;3252.09;9;23447;7.21
3239.14;3;3397.1;9;23012.77;6.77
3223.2;2;3592.84;9;22260.22;6.2
3219.23;1;3636.22;9;21769.96;5.99
3222.84;2;3602.35;9;22103.34;6.14
3250.98;1;3617.88;9;22434.26;6.2
3271.76;1;3590.65;9.01;22917.17;6.38
3284.83;0;3539.71;9.01;23341.24;6.59
3315.91;0;3318.44;9.01;23314.28;7.03
3313.34;0;3251.32;9.01;23284.86;7.16
3293.55;2;3184.44;9.01;23290.99;7.31
3276.53;2;3366.68;9.01;22956.39;6.82
3267.16;1;3399.11;9.01;23158.62;6.81
3264.05;0;3361.43;9.01;23049.54;6.86
3254.67;1;3402.39;9.01;22922.07;6.74
3246.72;0;3464.51;9.01;22510.25;6.5
3233.22;2;3465.76;9.01;22321.5;6.44
3224.27;1;3546.91;9.01;22103.34;6.23
3225.65;0;3511.28;9.01;22073.92;6.29
3237.33;0;3538.06;9.01;22603.4;6.39
3252.83;0;3544.24;9.01;22502.9;6.35
3253.89;3;3490.18;9.01;22809.31;6.54
3252.75;1;3468.07;9.01;23004.19;6.63
3276.81;0;3498.16;9.01;23265.25;6.65
3311.34;4;3018.59;9.01;23331.44;7.73
3246.51;8;2989.18;9.01;23165.98;7.75
3205.7;8;2992.96;9.01;22982.13;7.68
3186.68;6;3179.73;9.01;22831.37;7.18
3153.57;19;3357.37;9.01;22512.71;6.71
3197.42;8;3430.94;8.91;22703.91;6.62
3227.68;7;3323.02;8.91;22868.14;6.88
3244.01;6;3178.64;8.99;23130.43;7.28
3264.29;5;3210.39;8.99;23162.3;7.21
3281.25;0;3175.24;8.99;23238.29;7.32
3324;4;2439.05;8.99;23547.5;9.65
3316.68;2;1971.54;8.99;23645.21;11.99
3241.99;8;2543.47;8.99;23199.07;9.12
3240.98;6;2752.04;8.99;23135.33;8.41
3230.43;8;2941.06;8.99;23157.4;7.87
3211.19;4;3122.44;8.99;23029.93;7.38
3230.56;13;3236.6;8.99;23125.53;7.15
3249.98;1;3291.22;8.99;23169.65;7.04
3246.82;15;3268.84;8.99;23218.68;7.1
3248.52;3;3270.56;8.99;23092.85;7.06
3255.82;5;3299.77;8.99;22931.88;6.95
3243.61;6;3224.98;8.99;23054.44;7.15
3247.67;7;3281.41;8.99;23091.21;7.04
3246.06;4;3320.8;8.99;23149.69;6.97
3238.1;6;3287.51;8.99;23162.3;7.05
3218.16;10;3410.9;8.99;23037.28;6.75
3214.27;12;3517.38;8.99;22902.46;6.51
3222.65;7;3470.55;8.99;23037.28;6.64
3239.71;9;3449.53;8.99;23083.86;6.69
3277.57;9;3080.76;8.99;23261.17;7.55
3269.12;14;3140.25;8.99;23321.63;7.43
3266.27;14;3185.49;8.99;23328.99;7.32
3271.54;5;3200.4;8.99;23359.22;7.3
3285.39;15;2520.2;8.99;23402.53;9.29
3232.55;10;2949.2;8.99;23161.69;7.85
3208.36;10;3144.16;8.99;23032.38;7.33
3218.1;12;3326.8;8.99;23015.22;6.92
3229.91;13;3315.79;8.99;23042.19;6.95
3240.15;9;3323.36;8.99;23186.81;6.98
3244.22;6;3265.62;8.99;23142.69;7.09
3225.83;7;3296.04;8.99;23076.5;7
3199.98;4;3253.66;8.99;22871.41;7.03
3185.19;14;3323.93;8.99;22461.23;6.76
3169.25;12;3283.37;8.99;22444.07;6.84
3164.84;13;3292.69;8.93;22049.41;6.7
3171.19;11;3323.69;8.93;22343.57;6.72
3196.15;3;3498.26;8.93;22194.04;6.34
3210.06;4;3413.73;8.93;22704.45;6.65
3241.89;7;3501.02;9;23116.95;6.6
3226.76;9;3532.23;9;23007.38;6.51
3175.97;9;3510.06;9;22526.74;6.42
3114.23;30;3561.5;9;21747.9;6.11
3067.5;39;3600.31;8.84;20402.14;5.67
3074.68;20;3501.68;8.84;20517.35;5.86
3089.32;12;3576.36;8.84;20612.95;5.76
3126.81;7;3488.93;8.84;21002.71;6.02
3140.01;13;3493.06;8.84;21872.92;6.26
3148.14;6;3535.29;8.84;21829.61;6.17
3163.51;6;3475.75;8.84;22100.89;6.36
3153.03;16;3511.17;8.95;22209.97;6.33
3142.2;20;3564.47;8.95;21961.16;6.16
3141.38;13;3539.31;8.95;21757.71;6.15
3158.97;15;3487.47;8.95;21862.29;6.27
3177.44;10;3473.33;8.95;22458.78;6.47
3197.35;9;3473.37;8.95;22645.08;6.52
3226.87;3;3501.08;8.95;22687.97;6.48
3226.32;4;3527.03;8.95;22940.87;6.5
3215.36;2;3496.04;8.95;22544.57;6.45
3218.55;2;3490.05;8.95;22571.54;6.47
3226.23;5;3452.54;8.95;22809.31;6.61
3233.6;4;3458.18;8.95;22877.95;6.62
3256.06;7;3283.41;8.95;22816.67;6.95
3213.88;2;3061.37;8.95;22799.02;7.45
3180.98;2;2979.74;8.95;22284.73;7.48
3132.71;11;3211.6;8.95;21946.46;6.83
3110.19;11;3247.16;8.95;21640.04;6.66
3101;15;3391.7;8.95;21356.36;6.3
3110.97;19;3466.8;8.95;21602.46;6.23
3134.15;8;3346.85;8.95;22062.16;6.59
3174.55;10;3436.82;8.95;22284.73;6.48
3215.39;0;3447.55;8.95;22643.6;6.57
3242.65;1;3471.09;8.95;22912.27;6.6
3270.12;1;3357.22;8.95;23081.41;6.88
3279.71;5;3201.85;8.95;23150.04;7.23
3264.65;5;3204.66;8.95;23061.79;7.2
3248.57;3;3272.01;8.95;22995.61;7.03
3245.7;4;3268.91;8.95;22941.68;7.02
3261.12;4;3223.39;8.95;23162.3;7.19
3287.6;5;3292.57;8.95;23239.65;7.06
3289.85;0;3275.23;8.95;23157.4;7.07
3290.18;1;3340.27;8.95;23196.62;6.94
3285.02;5;3221.72;8.95;23120.63;7.18
3284.63;4;3275.74;8.95;23195.57;7.08
3286.66;2;3367.64;8.95;23221.13;6.9
3290.18;6;3318.04;8.95;23275.06;7.01
3308.46;2;3116.63;8.95;23306.93;7.48
3328.71;0;2296.85;8.95;23355.95;10.17
3262.34;1;2674.75;8.95;23056.89;8.62
3256.7;2;2903.86;8.95;23056.89;7.94
3197.21;7;1960.66;8.83;22319.05;11.38
3116.65;16;2259.19;8.72;21412.07;9.48
3101.35;18;2939.63;8.72;21193.91;7.21
3123.73;24;3036.73;8.98;22098.44;7.28
3082.81;89;3350.1;8.98;21894.98;6.54
3103.18;37;3298.59;8.98;21970.97;6.66
3136.26;41;3289.03;8.98;22527.41;6.85
3203.31;9;3317.74;8.98;22897.56;6.9
3245.62;5;3280.86;8.98;22980.9;7
3322.33;1;2526.19;8.98;23248.09;9.2
3227.02;4;2501.49;8.98;22842.81;9.13
3190.38;12;3008;8.98;22767.64;7.57
3183.25;13;3128.73;8.98;22632.82;7.23
3186.53;9;3124.33;8.98;22757.84;7.28
3205.29;9;3084.97;8.98;22968.65;7.45
3216.28;6;2846.26;8.98;22943.64;8.06
3230.55;6;2864.59;8.98;22934.33;8.01
3248.02;9;2777.27;8.98;23009.34;8.28
3266.67;3;2622.64;8.98;23105.92;8.81
3273.72;4;2577.96;8.98;23081.41;8.95
3249.53;10;2818.2;8.98;23061.79;8.18
3237.56;6;2880.17;8.98;23120.63;8.03
3231.69;10;3098.92;8.98;22941.68;7.4
3250.72;7;3163.39;8.98;23174.55;7.33
3289.3;1;2975.19;8.98;23243.74;7.81
3303.91;4;3006.44;8.98;23294.67;7.75
3284.15;5;3017.74;8.98;23230.94;7.7
3264.65;2;3051.64;8.98;23150.04;7.59
3245.09;8;3194.56;8.98;23115.72;7.24
3244.29;12;3145.43;8.98;23150.04;7.36
3257.53;7;3182.53;8.98;23150.04;7.27
3276.97;5;3188.43;8.98;23250.54;7.29
3314.43;2;2758.31;8.98;23314.28;8.45
3303.77;0;2800.57;8.98;23326.54;8.33
3321.08;0;2732.23;8.98;23503.03;8.6
3311.81;1;2716.14;8.98;23458.91;8.64
3290.39;3;2681.1;8.98;23191.71;8.65
3231.5;7;2788.42;8.98;23009.09;8.25
3210.23;4;3018.43;8.98;22990.71;7.62
3206.71;19;3093.25;8.98;22887.75;7.4
3187.68;10;3175.43;8.98;22787.25;7.18
3172.35;11;3281.87;8.98;22635.27;6.9
3147.29;20;3244.05;8.98;22354.29;6.89
3139.41;20;3315.28;8.98;22250.42;6.71
3129.94;14;3387.79;8.98;22029.8;6.5
3108.44;18;3335.44;8.91;21591.02;6.47
3112.14;22;3513.93;8.91;21679.27;6.17
3142.72;30;3455.93;8.91;22372.98;6.47
3151.86;10;3326.37;8.91;22395.04;6.73
3150.66;18;3319.95;8.91;22352.14;6.73
3156.99;10;3283.69;8.91;22365.63;6.81
3166.66;20;3200.19;8.91;22544.57;7.04
3170.51;8;3198.83;8.91;22593.6;7.06
3176.58;12;3195.1;8.91;22702.27;7.11
3188.77;4;3095.55;8.91;22635.27;7.31
3198.36;1;2979.79;8.91;22706.36;7.62
3189.04;5;3042.52;8.91;22610.76;7.43
3174.35;8;3207.08;8.91;22581.34;7.04
3144.67;17;3329.18;8.91;22069.84;6.63
3131.79;18;3360.19;8.91;22201.39;6.61
3137.56;14;3354.62;8.91;21988.95;6.55
3136.79;17;3365.88;8.91;21904.78;6.51
3141.68;14;3322.83;8.91;22059.21;6.64
3151.83;15;3380.03;8.91;22095.98;6.54
3150.71;20;3396.2;8.91;22505.35;6.63
3163.67;7;3340.75;8.91;22247.96;6.66
3175.49;12;3295.26;8.91;22576.44;6.85
3213.16;9;3113.61;8.91;22779.9;7.32
3222.52;3;2978.53;8.91;22885.3;7.68
3231.39;5;3006;8.91;22884.89;7.61
3224.37;7;2995.95;8.91;22797.05;7.61
3229.1;4;3068.32;8.91;22838.73;7.44
3237.57;10;2986.58;8.91;23034.83;7.71
3220.88;6;3004.27;8.91;22926.97;7.63
3224.45;13;3093.57;8.91;22936.78;7.41
3238.64;10;3083.84;8.91;23069.15;7.48
3232.57;6;2747.69;8.91;22887.75;8.33
3221.31;6;3021.67;8.91;22919.62;7.59
3217.16;3;3089.6;8.91;22877.95;7.4
3219.95;6;3143.13;8.91;23012.77;7.32
3223.85;3;3224.06;8.91;22958.84;7.12
3238.42;4;3260.03;8.91;23029.93;7.06
3254.3;5;3179.82;8.91;22971.1;7.22
3258.07;5;3133.72;8.91;23069.15;7.36
3268.8;1;3096.29;8.91;22961.29;7.42
3257.07;3;3021.13;8.91;22892.66;7.58
3246.63;5;2970.02;8.91;22877.95;7.7
3218.17;5;3113.31;8.91;22743.13;7.31
3217.37;5;3233.6;8.91;22767.64;7.04
3228.42;2;3264.63;8.91;22890.21;7.01
3219.22;3;3260.18;8.91;22820.34;7
3223.7;5;3295.86;8.91;22909.82;6.95
3231.59;1;3234.8;8.91;22801.96;7.05
3246.65;1;3244.22;8.95;23014;7.09
3260.33;8;3157.8;8.95;22907.36;7.25
3285.84;1;2996.23;8.95;23222.97;7.75
3315.5;1;2965.95;8.95;23096.11;7.79
3313.45;1;2728.41;8.95;23032.38;8.44
3304.95;2;2697.23;8.95;22976;8.52
3352.59;0;2514.47;8.95;23137.79;9.2
3338.57;3;2485.83;8.95;23295.65;9.37
3309.34;0;2548.49;8.95;23037.28;9.04
3277.23;7;2589.26;8.95;22895.11;8.84
3256.08;5;2706.44;8.95;22828.92;8.44
3251.89;4;2860.89;8.95;22912.27;8.01
3269.64;9;3006.77;8.95;22942.91;7.63
3268.09;14;2805.66;8.95;22870.59;8.15
3248.51;5;2936.45;8.95;22782.35;7.76
3294.44;0;2983.15;8.99;22863.24;7.66
3313.27;1;2744.03;8.98;23090.39;8.41
3301.22;3;2818.54;8.98;23010.32;8.16
3259.31;2;2870.55;8.98;22912.27;7.98
3220.37;6;2979.71;8.98;22792.15;7.65
3189.6;9;3213.13;8.98;22654.88;7.05
3167.7;13;3225.34;8.98;22510.25;6.98
3122.13;43;3319.26;8.98;22245.51;6.7
3106.73;31;3381.08;8.89;21767.51;6.44
3093.73;26;3353.54;8.89;21500.73;6.41
3118.41;25;3460.91;8.81;21685.57;6.27
3165.99;5;3373.96;8.81;22240.61;6.59
3231.68;0;3463.18;8.81;22691.65;6.55
3275.07;3;2535.93;8.97;22931.88;9.04
3335.84;1;2511.44;8.98;23130.08;9.21
3244.4;21;3495.62;8.57;22024.9;6.3
3237.88;13;3475.56;8.57;21953.81;6.32
3238;20;3496.79;8.57;21598.37;6.18
3238.84;13;3490.3;8.57;21870.47;6.27
3282.88;19;3252.1;8.48;22804.9;7.01
3243;20;3112.22;8.45;21934.2;7.05
3139.6;207;3523.24;8.81;21745.45;6.17
3180.69;75;3514.07;8.34;20242.8;5.76
3250.3;20;3521.99;8.55;21480.71;6.1
3239.56;22;3129.53;8.29;20332.28;6.5
3170.95;88;3602.98;8.5;20872.79;5.79
3189.31;33;3570.95;8.5;20532.06;5.75
3211.52;30;3434.2;8.41;20518.58;5.97
3214.29;30;3503.57;8.57;20777.19;5.93
3253;14;3527.19;8.55;21208.62;6.01
3260.89;17;3545.25;8.66;21625.34;6.1
3268.86;19;3521.51;8.66;22108.24;6.28
3276.01;22;3599.85;8.78;22581.34;6.27
3269.03;18;3548.25;8.78;22841.18;6.44
3268.66;15;3597.34;8.78;23137.79;6.43
3230.48;50;3544.24;8.8;23135.33;6.53
3205.28;64;3650.08;8.9;22417.11;6.14
3199.87;40;3553.55;8.9;21615.53;6.08
3203.42;31;3589.99;8.9;21698.88;6.04
3224.92;32;3602.26;8.81;21733.19;6.03
3234.59;15;3538.41;8.81;21473.36;6.07
3238.93;33;3518.57;8.71;21532.19;6.12
3243.59;17;3578.75;8.71;21078.7;5.89
3243.66;14;3475.61;8.71;20905.47;6.01
3263.15;16;3570.51;8.71;20725.71;5.8
3266.79;11;3514.41;8.71;21481.94;6.11
3267.5;17;3516.87;8.8;21948.91;6.24
3229.02;25;3534.58;8.8;22108.24;6.25
3212.94;31;3632.93;8.8;21799.38;6
3177.04;35;3545.73;8.8;21287.06;6
3188.33;84;1993.3;8.94;23032.73;11.56
3190.33;233;3334.38;8.94;23051.99;6.91
3303.52;27;3187.05;8.8;23051.99;7.23
3297.56;24;2277.55;8.95;23716.29;10.41
3241.53;75;2816.33;8.95;23123.08;8.21
3276.33;77;3021.94;8.95;23250.55;7.69
3317.71;33;2546.51;8.95;23270.16;9.14
3246.91;57;2450.27;8.95;23015.22;9.39
3225.2;39;2527.71;8.85;22865.69;9.05
3245.13;30;2631.18;8.85;22890.21;8.7
3264.42;59;2677.71;8.94;23145.14;8.64
3275.24;38;2553.27;8.94;23136.56;9.06
3270.18;43;2572.39;8.94;23108.86;8.98
3277.72;69;2595.02;8.94;23225.54;8.95
3308.46;27;1976.08;8.94;23431.94;11.86
3241.56;84;2190.23;8.94;23211.32;10.6
3241.67;35;2255.21;8.87;22995.61;10.2
3234.55;56;2371.9;8.87;22946.58;9.67
3244.3;54;2395.54;8.87;22951.49;9.58
3227.87;99;2390.52;8.96;23120.63;9.67
3209.44;78;2611.3;8.96;22765.19;8.72
3213.34;111;2716.27;8.96;22870.6;8.42
3224.57;70;2792.09;8.96;22909.82;8.21
3218.31;107;2716.69;8.96;22919.62;8.44
3225.86;69;2817.57;8.96;22873.05;8.12
3224.95;64;2932.98;8.96;22980.9;7.84
3241.51;55;2897.8;8.96;22995.61;7.94
3231.19;84;2882.01;8.96;22934.94;7.96
3243.55;41;2942.21;8.96;22985.81;7.81
3237.39;79;2926.55;8.96;23025.03;7.87
3212.96;117;2966.35;8.96;22958.84;7.74
3199.79;114;3100.91;8.96;22895.11;7.38
3212.66;113;3330.38;8.96;22804.41;6.85
3211.17;126;3354.43;8.96;22872;6.82
3226.16;104;3377.41;8.96;22895.11;6.78
3224.24;70;3348.23;8.96;22853.44;6.83
3238.14;98;3358.56;8.96;22909.82;6.82
3260.57;59;3334.97;8.96;22894.5;6.86
3297.89;31;3376.19;8.96;22934.33;6.79
3197.17;116;3321.3;8.96;22875.5;6.89
3232.35;78;3296.17;8.96;22951.49;6.96
3267.91;71;3189.73;8.96;23017.67;7.22
3276.19;49;1997.03;8.96;23007.87;11.52
3178.09;129;3243.27;8.96;22743.13;7.01
3221.44;38;2613.38;9;22819.12;8.73
3222.5;105;2662.54;8.99;22941.68;8.62
3211;112;2372.74;8.99;23049.54;9.71
3246.25;37;2480.02;8.8;22820.34;9.2
3255.81;25;2568.39;8.86;22929.43;8.93
3256.85;20;2538.5;8.86;22833.83;8.99
3261.02;27;2655.59;8.86;22770.09;8.57
3274.4;37;2759.53;8.95;23130.43;8.38
3290.35;37;2778.05;8.95;23025.03;8.29
3305.89;49;2788.94;8.95;23037.28;8.26
3313;35;2020.06;8.95;23088.76;11.43
3250.22;30;2122.22;8.81;22620.56;10.66
3289.3;14;2408.77;8.82;22980.9;9.54
3241.42;32;2750.45;8.9;22993.16;8.36
3248.49;48;2687.75;8.9;22983.35;8.55
3223.35;72;2505.68;8.9;22885.3;9.13
3201.1;77;2462.94;8.81;22828.92;9.27
3210.88;53;2961.66;8.81;22738.22;7.68
3265.57;22;3004.16;8.81;22809.31;7.59
3302.21;26;2789.42;8.81;22757.84;8.16
3275.82;18;2542.03;8.81;22649.98;8.91
3238.77;43;2592.57;8.81;22635.27;8.73
3239.69;28;2697.33;8.81;22713.71;8.42
3252.17;23;2699.05;8.81;22627.61;8.38
3257.43;18;2667.07;8.81;22806.86;8.55
3329.97;20;2027.72;8.98;23466.26;11.57
3273.89;33;2271.63;8.9;23037.28;10.14
3230.64;53;2398.16;8.9;22880.95;9.54
3207.7;85;2701.49;8.97;22917.17;8.48
3226.3;52;2803.13;8.97;22968.65;8.19
3226.98;57;2752.04;8.97;22922.07;8.33
3203.78;79;2833.85;8.97;22842.4;8.06
3233.45;55;2965.85;8.97;22980.9;7.75
3294.17;31;2876.5;8.97;23034.83;8.01
3243.84;55;2477.39;8.51;22561.73;9.11
3221.35;82;2521.63;8.43;22174.43;8.79
3247.08;23;2452.57;8.2;21669.46;8.84
3250.9;44;2482.64;8.31;22000.38;8.86
3280.29;22;2033.28;8.17;21872.92;10.76
3207.92;97;1966.82;8.33;22098.44;11.24
3174.39;76;2182.59;8.03;20746.14;9.51
3181.75;63;2231.39;8.03;20867.88;9.35
3196.05;60;2251.42;8.03;20938.97;9.3
3221.51;50;2236.81;7.93;21156.37;9.46
3214.89;101;2237.84;8.19;21772.41;9.73
3205.01;80;2287.02;8.19;21674.01;9.48
3207.03;67;2248.04;8.1;21382.66;9.51
3218.1;61;2249.04;8.19;21676.81;9.64
3214.73;55;2333.87;8.19;21583.66;9.25
3189.22;106;2353.98;8.19;21483.16;9.13
3195.78;76;2261.42;8.19;21385.11;9.46
3202.97;43;2203.76;8.19;21322.6;9.68
3192.16;53;2179.18;8.19;21252.74;9.75
3183.63;65;2155.69;8.19;21139.98;9.81
3193.41;50;2264.98;8.19;21059.09;9.3
3210.68;41;2429.36;8.19;21318.92;8.78
3202.13;59;2400.99;8.28;21769.96;9.07
3198.86;45;2466.7;8.37;21599.84;8.76
3191.6;52;2700.7;8.37;21674.36;8.03
3199.38;46;2804.7;8.44;22056.76;7.86
3251.73;44;3031.67;8.44;22181.78;7.32
3282.03;25;2641.91;8.44;22650.79;8.57
3270.19;26;2605.93;8.52;22609.12;8.68
3259.79;34;2586.77;8.52;22575.21;8.73
3262.1;35;2608.26;8.52;22615.05;8.67
3256.39;42;2584.91;8.52;22735.77;8.8
3248.53;58;2669.58;8.52;22635.27;8.48
3268.6;61;2676.03;8.52;22794.61;8.52
3282;48;2576.08;8.59;23014.73;8.93
3279.74;47;2449.51;8.59;22944.13;9.37
3274.79;49;2534.14;8.59;23054.44;9.1
3261.91;55;2526.52;8.59;22681.85;8.98
3260.71;48;2549.32;8.52;22691.65;8.9
3251.49;64;2499.01;8.52;22547.02;9.02
3251.29;50;2572.01;8.52;22652.43;8.81
3245.4;73;2617.27;8.52;22665.5;8.66
3227.02;75;2735.21;8.52;22595.56;8.26
3232.87;87;2772.27;8.52;22738.22;8.2
3245.38;54;2767.28;8.52;22635.27;8.18
3252.18;66;2585.11;8.52;22721.07;8.79
3242.95;95;2560.57;8.52;22750.48;8.88
3200.7;130;2311.76;8.46;22224.68;9.61
3199.73;88;2298.15;8.22;21326.28;9.28
3206.95;81;2395.14;8.22;21380.21;8.93
3222.13;52;2323.27;8.11;21470.09;9.24
3215.49;49;2339.44;8.11;21390.83;9.14
3205.28;55;2266.32;8.11;21068.89;9.3
3203.16;48;2325.2;8.04;20755.13;8.93
3222.76;31;2386.02;8.04;21105.66;8.85
3238.87;36;2400.57;8.04;21150.09;8.81
3233.99;31;2307.22;8.04;21261.14;9.22
3214.8;59;2357.12;8.04;21233.13;9.01
3207.61;51;2483.14;8.04;21063.99;8.48
3220.34;51;2473.69;8.04;21235.58;8.58
3238.66;34;2527.02;7.92;20931.62;8.28
